generation,strategy,count,share
84,ALLC,0,0.000000
84,ALLD,0,0.000000
84,CTFT,17,0.085000
84,GRIM,0,0.000000
84,PAVLOV,0,0.000000
84,PROBER,179,0.895000
84,TFT,4,0.020000
85,ALLC,0,0.000000
85,ALLD,0,0.000000
85,CTFT,17,0.085000
85,GRIM,0,0.000000
85,PAVLOV,0,0.000000
85,PROBER,179,0.895000
85,TFT,4,0.020000
86,ALLC,0,0.000000
86,ALLD,0,0.000000
86,CTFT,17,0.085000
86,GRIM,0,0.000000
86,PAVLOV,0,0.000000
86,PROBER,179,0.895000
86,TFT,4,0.020000
87,ALLC,0,0.000000
87,ALLD,0,0.000000
87,CTFT,17,0.085000
87,GRIM,0,0.000000
87,PAVLOV,0,0.000000
87,PROBER,179,0.895000
87,TFT,4,0.020000
88,ALLC,0,0.000000
88,ALLD,0,0.000000
88,CTFT,17,0.085000
88,GRIM,0,0.000000
88,PAVLOV,0,0.000000
88,PROBER,179,0.895000
88,TFT,4,0.020000
89,ALLC,0,0.000000
89,ALLD,0,0.000000
89,CTFT,17,0.085000
89,GRIM,0,0.000000
89,PAVLOV,0,0.000000
89,PROBER,179,0.895000
89,TFT,4,0.020000
90,ALLC,0,0.000000
90,ALLD,0,0.000000
90,CTFT,17,0.085000
90,GRIM,0,0.000000
90,PAVLOV,0,0.000000
90,PROBER,179,0.895000
90,TFT,4,0.020000
91,ALLC,0,0.000000
91,ALLD,0,0.000000
91,CTFT,17,0.085000
91,GRIM,0,0.000000
91,PAVLOV,0,0.000000
91,PROBER,179,0.895000
91,TFT,4,0.020000
92,ALLC,0,0.000000
92,ALLD,0,0.000000
92,CTFT,17,0.085000
92,GRIM,0,0.000000
92,PAVLOV,0,0.000000
92,PROBER,179,0.895000
92,TFT,4,0.020000
93,ALLC,0,0.000000
93,ALLD,0,0.000000
93,CTFT,17,0.085000
93,GRIM,0,0.000000
93,PAVLOV,0,0.000000
93,PROBER,179,0.895000
93,TFT,4,0.020000
94,ALLC,0,0.000000
94,ALLD,0,0.000000
94,CTFT,17,0.085000
94,GRIM,0,0.000000
94,PAVLOV,0,0.000000
94,PROBER,179,0.895000
94,TFT,4,0.020000
95,ALLC,0,0.000000
95,ALLD,0,0.000000
95,CTFT,17,0.085000
95,GRIM,0,0.000000
95,PAVLOV,0,0.000000
95,PROBER,179,0.895000
95,TFT,4,0.020000
96,ALLC,0,0.000000
96,ALLD,0,0.000000
96,CTFT,17,0.085000
96,GRIM,0,0.000000
96,PAVLOV,0,0.000000
96,PROBER,179,0.895000
96,TFT,4,0.020000
97,ALLC,0,0.000000
97,ALLD,0,0.000000
97,CTFT,17,0.085000
97,GRIM,0,0.000000
97,PAVLOV,0,0.000000
97,PROBER,179,0.895000
97,TFT,4,0.020000
98,ALLC,0,0.000000
98,ALLD,0,0.000000
98,CTFT,17,0.085000
98,GRIM,0,0.000000
98,PAVLOV,0,0.000000
98,PROBER,179,0.895000
98,TFT,4,0.020000
99,ALLC,0,0.000000
99,ALLD,0,0.000000
99,CTFT,17,0.085000
99,GRIM,0,0.000000
99,PAVLOV,0,0.000000
99,PROBER,179,0.895000
99,TFT,4,0.020000
100,ALLC,0,0.000000
100,ALLD,0,0.000000
100,CTFT,17,0.085000
100,GRIM,0,0.000000
100,PAVLOV,0,0.000000
100,PROBER,179,0.895000
100,TFT,4,0.020000
101,ALLC,0,0.000000
101,ALLD,0,0.000000
101,CTFT,17,0.085000
101,GRIM,0,0.000000
101,PAVLOV,0,0.000000
101,PROBER,179,0.895000
101,TFT,4,0.020000
102,ALLC,0,0.000000
102,ALLD,0,0.000000
102,CTFT,17,0.085000
102,GRIM,0,0.000000
102,PAVLOV,0,0.000000
102,PROBER,179,0.895000
102,TFT,4,0.020000
103,ALLC,0,0.000000
103,ALLD,0,0.000000
103,CTFT,17,0.085000
103,GRIM,0,0.000000
103,PAVLOV,0,0.000000
103,PROBER,179,0.895000
103,TFT,4,0.020000
104,ALLC,0,0.000000
104,ALLD,0,0.000000
104,CTFT,17,0.085000
104,GRIM,0,0.000000
104,PAVLOV,0,0.000000
104,PROBER,179,0.895000
104,TFT,4,0.020000
105,ALLC,0,0.000000
105,ALLD,0,0.000000
105,CTFT,17,0.085000
105,GRIM,0,0.000000
105,PAVLOV,0,0.000000
105,PROBER,179,0.895000
105,TFT,4,0.020000
106,ALLC,0,0.000000
106,ALLD,0,0.000000
106,CTFT,17,0.085000
106,GRIM,0,0.000000
106,PAVLOV,0,0.000000
106,PROBER,179,0.895000
106,TFT,4,0.020000
107,ALLC,0,0.000000
107,ALLD,0,0.000000
107,CTFT,17,0.085000
107,GRIM,0,0.000000
107,PAVLOV,0,0.000000
107,PROBER,179,0.895000
107,TFT,4,0.020000
108,ALLC,0,0.000000
108,ALLD,0,0.000000
108,CTFT,17,0.085000
108,GRIM,0,0.000000
108,PAVLOV,0,0.000000
108,PROBER,179,0.895000
108,TFT,4,0.020000
109,ALLC,0,0.000000
109,ALLD,0,0.000000
109,CTFT,17,0.085000
109,GRIM,0,0.000000
109,PAVLOV,0,0.000000
109,PROBER,179,0.895000
109,TFT,4,0.020000
110,ALLC,0,0.000000
110,ALLD,0,0.000000
110,CTFT,17,0.085000
110,GRIM,0,0.000000
110,PAVLOV,0,0.000000
110,PROBER,179,0.895000
110,TFT,4,0.020000
111,ALLC,0,0.000000
111,ALLD,0,0.000000
111,CTFT,17,0.085000
111,GRIM,0,0.000000
111,PAVLOV,0,0.000000
111,PROBER,179,0.895000
111,TFT,4,0.020000
112,ALLC,0,0.000000
112,ALLD,0,0.000000
112,CTFT,17,0.085000
112,GRIM,0,0.000000
112,PAVLOV,0,0.000000
112,PROBER,179,0.895000
112,TFT,4,0.020000
113,ALLC,0,0.000000
113,ALLD,0,0.000000
113,CTFT,17,0.085000
113,GRIM,0,0.000000
113,PAVLOV,0,0.000000
113,PROBER,179,0.895000
113,TFT,4,0.020000
114,ALLC,0,0.000000
114,ALLD,0,0.000000
114,CTFT,17,0.085000
114,GRIM,0,0.000000
114,PAVLOV,0,0.000000
114,PROBER,179,0.895000
114,TFT,4,0.020000
115,ALLC,0,0.000000
115,ALLD,0,0.000000
115,CTFT,17,0.085000
115,GRIM,0,0.000000
115,PAVLOV,0,0.000000
115,PROBER,179,0.895000
115,TFT,4,0.020000
116,ALLC,0,0.000000
116,ALLD,0,0.000000
116,CTFT,17,0.085000
116,GRIM,0,0.000000
116,PAVLOV,0,0.000000
116,PROBER,179,0.895000
116,TFT,4,0.020000
117,ALLC,0,0.000000
117,ALLD,0,0.000000
117,CTFT,17,0.085000
117,GRIM,0,0.000000
117,PAVLOV,0,0.000000
117,PROBER,179,0.895000
117,TFT,4,0.020000
118,ALLC,0,0.000000
118,ALLD,0,0.000000
118,CTFT,17,0.085000
118,GRIM,0,0.000000
118,PAVLOV,0,0.000000
118,PROBER,179,0.895000
118,TFT,4,0.020000
119,ALLC,0,0.000000
119,ALLD,0,0.000000
119,CTFT,17,0.085000
119,GRIM,0,0.000000
119,PAVLOV,0,0.000000
119,PROBER,179,0.895000
119,TFT,4,0.020000
120,ALLC,0,0.000000
120,ALLD,0,0.000000
120,CTFT,17,0.085000
120,GRIM,0,0.000000
120,PAVLOV,0,0.000000
120,PROBER,179,0.895000
120,TFT,4,0.020000
121,ALLC,0,0.000000
121,ALLD,0,0.000000
121,CTFT,17,0.085000
121,GRIM,0,0.000000
121,PAVLOV,0,0.000000
121,PROBER,179,0.895000
121,TFT,4,0.020000
122,ALLC,0,0.000000
122,ALLD,0,0.000000
122,CTFT,17,0.085000
122,GRIM,0,0.000000
122,PAVLOV,0,0.000000
122,PROBER,179,0.895000
122,TFT,4,0.020000
123,ALLC,0,0.000000
123,ALLD,0,0.000000
123,CTFT,17,0.085000
123,GRIM,0,0.000000
123,PAVLOV,0,0.000000
123,PROBER,179,0.895000
123,TFT,4,0.020000
124,ALLC,0,0.000000
124,ALLD,0,0.000000
124,CTFT,17,0.085000
124,GRIM,0,0.000000
124,PAVLOV,0,0.000000
124,PROBER,179,0.895000
124,TFT,4,0.020000
125,ALLC,0,0.000000
125,ALLD,0,0.000000
125,CTFT,17,0.085000
125,GRIM,0,0.000000
125,PAVLOV,0,0.000000
125,PROBER,179,0.895000
125,TFT,4,0.020000
126,ALLC,0,0.000000
126,ALLD,0,0.000000
126,CTFT,17,0.085000
126,GRIM,0,0.000000
126,PAVLOV,0,0.000000
126,PROBER,179,0.895000
126,TFT,4,0.020000
127,ALLC,0,0.000000
127,ALLD,0,0.000000
127,CTFT,17,0.085000
127,GRIM,0,0.000000
127,PAVLOV,0,0.000000
127,PROBER,179,0.895000
127,TFT,4,0.020000
128,ALLC,0,0.000000
128,ALLD,0,0.000000
128,CTFT,17,0.085000
128,GRIM,0,0.000000
128,PAVLOV,0,0.000000
128,PROBER,179,0.895000
128,TFT,4,0.020000
129,ALLC,0,0.000000
129,ALLD,0,0.000000
129,CTFT,17,0.085000
129,GRIM,0,0.000000
129,PAVLOV,0,0.000000
129,PROBER,179,0.895000
129,TFT,4,0.020000
